"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-05-31",,,"0.48",,
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-01",,,"0.18",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-02",,,"0.18",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-03",,,"0.01",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-04",,,"0.07",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-05",,,"0.01",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-06",,,"0.90",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-07",,,"0.01",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-08",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-09",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-10",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-11",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-12",,,"0.03",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-13",,,"0.45",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-14",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-15",,,"1.10",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-16",,,"0.18",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-17",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-18",,,"2.18",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-19",,,"0.01",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-20",,,"0.27",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-21",,,"1.65",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-22",,,"3.17",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-23",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-24",,,"0.30",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-25",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-26",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-27",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-28",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-29",,,"0.03",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-06-30",,,"1.09",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-01",,,"0.04",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-02",,,"0.25",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-03",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-04",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-05",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-06",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-07",,,"0.12",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-08",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-09",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-10",,,"0.01",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-11",,,"0.30",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-12",,,"0.66",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-13",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-14",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-15",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-16",,,"0.07",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-17",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-18",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-19",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-20",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-21",,,"0.05",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-22",,,"0.01",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-23",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-24",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-25",,,"0.18",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-26",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-27",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-28",,,"0.03",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-29",,,"1.58",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-30",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-07-31",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-01",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-02",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-03",,,"0.01",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-04",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-05",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-06",,,"0.46",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-07",,,"0.13",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-08",,,"0.14",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-09",,,"0.01",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-10",,,"0.47",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-11",,,"0.01",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-12",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-13",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-14",,,"0.10",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-15",,,"0.02",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-16",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-17",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-18",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-19",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-20",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-21",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-22",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-23",,,"0.43",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-24",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-25",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-26",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-27",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-28",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-29",,,"0.06",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-30",,,"1.07",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-08-31",,,"0.41",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-01",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-02",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-03",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-04",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-05",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-06",,,"0.46",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-07",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-08",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-09",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-10",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-11",,,"2.19",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-12",,,"0.27",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-13",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-14",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-15",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-16",,,"0.01",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-17",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-18",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-19",,,"1.44",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-20",,,"0.01",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-21",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-22",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-23",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-24",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-25",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-26",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-27",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-28",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-29",,,"0.00",,"0"
"USC00015553","MONTGOMERY 6 SW, AL US","2017-09-30",,,"0.00",,"0"
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-16",,,"2.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-17",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-18",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-19",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-20",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-21",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-22",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-23",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-24",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-25",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-26",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-27",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-28",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-29",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-30",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-05-31",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-01",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-02",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-03",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-04",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-05",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-06",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-07",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-08",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-09",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-10",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-11",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-12",,,"1.32","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-13",,,"0.02","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-14",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-15",,,"1.53","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-16",,,"0.26","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-17",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-18",,,"0.04","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-19",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-20",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-21",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-25",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-26",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-27",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-28",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-29",,,"0.33","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-06-30",,,"1.11","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-01",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-02",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-03",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-04",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-05",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-06",,,"0.30","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-07",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-08",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-09",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-10",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-11",,,"0.49","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-12",,,"0.59","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-13",,,"0.35","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-14",,,"1.69","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-15",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-16",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-17",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-18",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-19",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-20",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-21",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-22",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-23",,,"0.18","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-24",,,"0.02","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-25",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-26",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-27",,,"1.35","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-28",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-29",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-30",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-07-31",,,"0.25","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-01",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-02",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-03",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-04",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-05",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-06",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-07",,,"0.11","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-08",,,"0.04","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-09",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-10",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-11",,,"0.02","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-12",,,"0.04","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-13",,,"2.28","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-14",,,"0.02","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-15",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-16",,,"0.02","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-17",,,"0.04","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-18",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-19",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-21",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-22",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-23",,,"0.07","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-24",,,"4.10","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-25",,,"0.85","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-26",,,"2.70","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-27",,,"0.21","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-28",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-29",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-30",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-08-31",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-01",,,"0.03","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-02",,,"0.04","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-03",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-04",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-05",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-06",,,"0.03","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-07",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-08",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-09",,,"1.52","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-10",,,"0.20","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-11",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-12",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-13",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-14",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-15",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-16",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-17",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-18",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-19",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-20",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-21",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-22",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-23",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-24",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-25",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-26",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-27",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-28",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-29",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-09-30",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-01",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-02",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-03",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-04",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-05",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-06",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-07",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-08",,,"0.46","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-09",,,"0.89","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-10",,,"0.02","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-11",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-12",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-13",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-14",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-15",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-16",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-17",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-21",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-22",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-23",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-10-24",,,"1.41","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-05",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-06",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-07",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-08",,,"0.07","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-09",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-10",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-11",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-12",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-13",,,"0.04","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-14",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-15",,,"0.81","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-17",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-18",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-19",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-20",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-21",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-24",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-25",,,"0.10","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-26",,,"0.00","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-29",,,"1.84","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-11-30",,,"0.45","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-12-01",,,"0.02","0.0",
"US1ALEL0014","MILLBROOK 2.2 NW, AL US","2008-12-03",,,"0.00","0.0",
